"TSID","MSRP","Seating","Doors","Width","Height","Length","Wheelbase","Front_Head_Rm_in","Front_leg_room_IN","Front_shoulder_room_IN","Rear_head_room_IN","Rear leg room_IN","Rear shoulder room_IN","Fuel_Type","Engine_Type_Fuel","Fuel_Tank_Capacity_gal","Range_City_miles","Range_Hwy_miles","Mileage_City","Mileage_Hwy","Pass_Vol","Curb_weight","Cargo_Capacity_CUFT","Drive_Type","Transmission","Engine_Size","CAM_Type","Engine_Type","Cylinders","Engine_Valves","Engine_Torque_FTLBS","Engine_Torque_RPM","Horsepower","Horsepower (RPM)","Turning_circleFT","SmallOLFront","ModerateOLFront","Side","Roof","HeadRestraintsSeats","FrontCrashOPrev","Customer_Rating","Fuel","Insurance","Financing","State_Fees","Maintenance","Repairs","Depreciation"
136,"32490","5","4",70.00,57.20,182.80,104.40,38.20,41.20,55.20,37.10,38.10,53.60,"Premium","Hybrid",11.90,499.80,571.20,42,48,105.40,3312,11.30,"FWD","7-speed automatic",1.40,"DOHC","Inline","4","16","184","1000","170","5000",36.40,"G","G","G","G","G","BASIC",8.30,"8447.4","2924.1","1949.4","1949.4","1624.5","1299.6","14295.6"
158,"26485","5","4",70.70,58.10,181.00,105.70,39.30,42.30,54.80,37.90,35.40,53.90,"Diesel","Diesel",15.60,421.20,717.60,27,46,107.90,3471,13.30,"FWD","6-speed automatic",2.00,"DOHC","Inline","4","16","258","2000","148","4000",35.70,"M","G","G","G","G","NOT AVAILABLE",8.40,"6886.1","2383.65","1589.1","1589.1","1324.25","1059.4","11653.4"
160,"22460","5","4",70.00,57.20,183.30,104.40,37.00,41.20,55.20,37.00,38.10,53.60,"Diesel","Diesel",14.50,449.50,667.00,31,46,108.10,3241,15.70,"FWD","6-speed manual",2.00,"DOHC","Inline","4","20","236","1750","150","3500",36.40,"G","G","G","G","G","BASIC",8.30,"5839.6","2021.4","1347.6","1347.6","1123","898.4","9882.4"
175,"23560","5","4",70.00,57.20,183.30,104.40,37.00,41.20,55.20,37.00,38.10,53.60,"Diesel","Diesel",14.50,449.50,652.50,31,45,108.10,3296,15.70,"FWD","6-speed automatic",2.00,"DOHC","Inline","4","20","236","1750","150","3500",36.40,"G","G","G","G","G","BASIC",8.30,"6125.6","2120.4","1413.6","1413.6","1178","942.4","10366.4"
231,"36815","5","4",72.20,58.50,191.60,110.40,38.30,42.40,56.90,37.80,39.10,57.00,"Diesel","Diesel",18.50,555.00,814.00,30,44,117.90,3408,15.90,"FWD","6-speed manual",2.00,"DOHC","Inline","4","16","236","1750","150","3500",36.40,"A","G","G","G","G","NOT AVAILABLE",8.60,"9571.9","3313.35","2208.9","2208.9","1840.75","1472.6","16198.6"
260,"14930","5","4",65.60,59.40,148.80,96.50,39.10,41.70,51.70,37.30,34.00,51.00,"Regular","Gas",9.20,340.40,404.80,37,44,103.30,2029,17.20,"FWD","CVT",1.20,"DOHC","Inline","3","12","74","4000","74","6000",30.20,"P","G","G","G","G","NOT AVAILABLE",9.40,"3881.8","1343.7","895.8","895.8","746.5","597.2","6569.2"
331,"19900","5","4",69.90,57.30,182.60,106.30,38.30,42.30,54.80,37.10,41.40,54.80,"Regular","Gas",13.20,396.00,554.40,30,42,110.50,2855,13.00,"FWD","CVT",1.80,"DOHC","Inline","4","16","126","4000","140","6100",35.60,"M","G","G","G","G","NOT AVAILABLE",8.20,"5174","1791","1194","1194","995","796","8756"
354,"29945","5","4",72.20,58.50,191.60,110.40,38.30,42.40,56.90,37.80,39.10,57.00,"Diesel","Diesel",18.50,555.00,777.00,30,42,117.90,3497,15.90,"FWD","6-speed automatic",2.00,"DOHC","Inline","4","16","236","1750","150","3500",36.40,"A","G","G","G","G","NOT AVAILABLE",8.60,"7785.7","2695.05","1796.7","1796.7","1497.25","1197.8","13175.8"
380,"13830","5","4",65.60,59.40,148.80,96.50,39.10,41.70,51.70,37.30,34.00,51.00,"Regular","Gas",9.20,312.80,386.40,34,42,103.30,1973,17.20,"FWD","5-speed manual",1.20,"DOHC","Inline","3","12","74","4000","74","6000",30.20,"P","G","G","G","G","NOT AVAILABLE",9.40,"3595.8","1244.7","829.8","829.8","691.5","553.2","6085.2"
391,"21490","5","4",72.00,57.70,183.90,106.40,38.60,42.20,58.20,37.00,35.30,56.10,"Regular","Gas",13.20,369.60,541.20,28,41,110.30,3191,13.10,"FWD","6-speed manual",1.40,"SOHC","Inline","4","16","184","2500","160","5500",36.50,"A","G","G","G","G","NOT AVAILABLE",8.20,"5587.4","1934.1","1289.4","1289.4","1074.5","859.6","9455.6"
395,"17765","5","4",70.70,57.30,180.30,106.30,38.60,42.20,57.20,37.60,35.80,54.40,"Regular","Gas",13.20,382.80,541.20,29,41,108.70,2854,12.40,"FWD","6-speed manual",2.00,"DOHC","Inline","4","16","150","4000","155","6000",34.80,"G","G","G","G","G","ADVANCED",9.00,"4618.9","1598.85","1065.9","1065.9","888.25","710.6","7816.6"
398,"18665","5","4",70.70,57.30,180.30,106.30,38.60,42.20,57.20,37.60,35.80,54.40,"Regular","Gas",13.20,382.80,541.20,29,41,108.70,2869,12.40,"FWD","6-speed manual",2.00,"DOHC","Inline","4","16","150","4000","155","6000",34.80,"G","G","G","G","G","ADVANCED",8.90,"4852.9","1679.85","1119.9","1119.9","933.25","746.6","8212.6"
405,"19715","5","4",70.70,57.30,180.30,106.30,38.60,42.20,57.20,37.60,35.80,54.40,"Regular","Gas",13.20,396.00,541.20,30,41,108.70,2930,12.40,"FWD","6-speed automatic",2.00,"DOHC","Inline","4","16","150","4000","155","6000",34.80,"G","G","G","G","G","ADVANCED",8.90,"5125.9","1774.35","1182.9","1182.9","985.75","788.6","8674.6"
406,"18815","5","4",70.70,57.30,180.30,106.30,38.60,42.20,57.20,37.60,35.80,54.40,"Regular","Gas",13.20,396.00,541.20,30,41,108.70,2918,12.40,"FWD","6-speed automatic",2.00,"DOHC","Inline","4","16","150","4000","155","6000",34.80,"G","G","G","G","G","ADVANCED",9.00,"4891.9","1693.35","1128.9","1128.9","940.75","752.6","8278.6"
413,"25615","4","2",71.20,58.50,168.40,100.00,39.40,41.30,55.30,37.10,31.40,49.00,"Diesel","Diesel",14.50,449.50,594.50,31,41,100.50,3190,15.40,"FWD","6-speed manual",2.00,"DOHC","Inline","4","16","236","1750","150","4000",35.40,"M","G","G","G","G","NOT AVAILABLE",7.90,"6659.9","2305.35","1536.9","1536.9","1280.75","1024.6","11270.6"
414,"26715","4","2",71.20,58.50,168.40,100.00,39.40,41.30,55.30,37.10,31.40,49.00,"Diesel","Diesel",14.50,449.50,594.50,31,41,100.50,3241,15.40,"FWD","6-speed automatic",2.00,"DOHC","Inline","4","16","236","1750","150","4000",35.40,"M","G","G","G","G","NOT AVAILABLE",7.90,"6945.9","2404.35","1602.9","1602.9","1335.75","1068.6","11754.6"
469,"18500","5","4",70.00,57.20,183.30,104.40,38.20,41.20,55.20,37.10,38.10,55.20,"Regular","Gas",14.50,406.00,565.50,28,39,109.80,3025,15.70,"FWD","5-speed manual",1.40,"DOHC","Inline","4","16","184","1400","150","5000",36.40,"G","G","G","G","G","ADVANCED",8.30,"4810","1665","1110","1110","925","740","8140"
503,"18985","5","4",68.30,59.70,173.10,99.40,38.70,41.80,53.40,37.80,34.60,53.00,"Regular","Gas",12.20,353.80,488.00,29,40,105.20,2806,14.90,"FWD","6-speed manual",1.40,"DOHC","Inline","4","16","148","2500","138","4900",36.10,"G","G","G","G","G","BASIC",8.60,"4936.1","1708.65","1139.1","1139.1","949.25","759.4","8353.4"
570,"26815","5","4",72.00,57.10,190.70,110.00,40.00,45.50,57.30,37.60,34.70,55.70,"Regular","Hybrid",17.20,619.20,688.00,36,40,113.00,3496,10.80,"FWD","6-speed automatic",2.40,"DOHC","Inline","4","16","235","1000","199","5500",35.80,"A","G","G","G","G","NOT AVAILABLE",9.10,"6971.9","2413.35","1608.9","1608.9","1340.75","1072.6","11798.6"
579,"32190","5","5",69.50,57.30,171.20,102.40,38.30,42.10,53.90,37.00,32.90,52.60,"Regular unleaded","Gas",12.00,511.70,476.00,43,40,100.40,3130,14.30,"FWD","CVT",1.80,"DOHC","Hybrid","4","16","142","4000","134","5200",34.20,"G","G","G","G","G","ADVANCED",9.30,"8369.4","2897.1","1931.4","1931.4","1609.5","1287.6","14163.6"
602,"18315","5","4",70.10,56.30,179.50,106.30,39.10,42.20,56.10,37.30,35.90,54.90,"Regular","Gas",13.20,343.20,514.80,26,39,111.10,2844,14.90,"FWD","6-speed automatic",1.80,"DOHC","Inline","4","16","130","4700","145","6500",34.80,"M","G","G","G","G","NOT AVAILABLE",8.80,"4761.9","1648.35","1098.9","1098.9","915.75","732.6","8058.6"
603,"18525","5","4",70.10,56.30,179.50,106.30,39.10,42.20,56.10,37.30,35.90,54.90,"Regular","Gas",13.00,343.20,514.80,26,39,111.10,2844,14.90,"FWD","6-speed automatic",1.80,"DOHC","Inline","4","16","130","4700","145","6500",34.80,"M","G","G","G","G","NOT AVAILABLE",8.80,"4816.5","1667.25","1111.5","1111.5","926.25","741","8151"
609,"28225","5","4",72.00,57.80,191.90,109.30,40.00,45.00,56.40,37.10,36.10,56.40,"Regular","Gas",18.00,396.00,576.00,22,32,117.30,3412,15.40,"FWD","CVT",3.50,"DOHC","V","6","16","251","4000","270","6000",37.40,"G","G","G","G","G","SUPERIOR",7.80,"7338.5","2540.25","1693.5","1693.5","1411.25","1129","12419"
611,"19600","5","4",70.00,57.20,183.30,104.40,38.20,41.20,55.20,37.10,38.10,55.20,"Regular","Gas",14.50,406.00,565.50,28,39,109.80,3025,15.70,"FWD","6-speed automatic",1.40,"DOHC","Inline","4","16","184","1400","150","5000",36.40,"G","G","G","G","G","ADVANCED",8.30,"5096","1764","1176","1176","980","784","8624"
632,"25715","5","4",70.70,57.30,180.30,106.30,37.60,42.20,57.20,37.50,35.80,54.40,"Regular","Gas",13.20,369.60,514.80,28,39,108.70,3001,12.40,"FWD","6-speed automatic",2.50,"DOHC","Inline","4","16","185","3250","184","5700",34.80,"G","G","G","G","G","ADVANCED",9.00,"6685.9","2314.35","1542.9","1542.9","1285.75","1028.6","11314.6"
649,"17315","5","4",69.30,58.90,182.10,106.30,39.40,42.50,54.70,36.70,37.40,53.90,"Regular","Gas",13.20,396.00,514.80,29,39,95.90,2855,15.10,"FWD","CVT",1.80,"DOHC","Inline","4","16","128","3600","130","6000",34.80,"G","G","G","G","G","NOT AVAILABLE",7.80,"4501.9","1558.35","1038.9","1038.9","865.75","692.6","7618.6"
661,"20125","2","4",69.00,56.50,179.40,105.10,39.00,42.00,56.60,37.10,36.20,53.30,"Regular","Gas",13.20,396.00,514.80,30,39,107.10,2811,12.50,"FWD","CVT",1.80,"SOHC","Inline","4","16","129","4300","143","6500",35.40,"G","G","G","G","G","BASIC",8.70,"5232.5","1811.25","1207.5","1207.5","1006.25","805","8855"
754,"37485","5","4",72.20,57.50,195.30,111.00,37.60,42.10,58.20,37.90,39.20,57.00,"Regular","Hybrid",17.00,680.00,663.00,40,39,116.30,3594,14.00,"FWD","CVT",2.50,"DOHC","Inline","4","16","156","4500","200","5700",40.00,"G","G","G","G","G","SUPERIOR",8.40,"9746.1","3373.65","2249.1","2249.1","1874.25","1499.4","16493.4"
755,"37305","5","4",72.20,57.50,195.30,111.00,37.60,42.10,58.20,37.00,39.20,57.00,"Regular","Hybrid",17.00,680.00,663.00,40,39,116.30,3638,14.00,"FWD","CVT",2.50,"DOHC","Inline","4","16","156","4500","200","5700",40.00,"G","G","G","G","G","BASIC",8.40,"9699.3","3357.45","2238.3","2238.3","1865.25","1492.2","16414.2"
766,"27625","5","4",71.70,57.90,190.90,109.30,38.80,41.60,58.00,38.10,38.90,56.60,"Regular","Hybrid",17.00,731.00,663.00,43,39,115.80,3485,13.10,"FWD","6-speed automatic",2.50,"DOHC","Inline","4","16","156","4500","200","5700",36.70,"G","G","G","G","G","ADVANCED",8.40,"7182.5","2486.25","1657.5","1657.5","1381.25","1105","12155"
767,"27625","5","4",71.70,57.90,190.90,109.30,38.80,41.60,58.00,38.10,38.90,56.60,"Regular","Hybrid",17.00,731.00,663.00,43,39,115.80,3485,13.10,"FWD","CVT",2.50,"DOHC","Inline","4","16","156","4500","200","5700",36.70,"G","G","G","G","G","ADVANCED",8.40,"7182.5","2486.25","1657.5","1657.5","1381.25","1105","12155"
774,"23260","5","4",72.20,58.50,191.90,110.40,38.30,42.40,56.90,37.80,39.10,57.00,"Regular","Flex-fuel",18.50,462.50,703.00,25,38,117.90,3263,15.90,"FWD","6-speed automatic",1.80,"DOHC","Inline","4","16","184","1500","170","4800",36.40,"G","G","G","G","G","ADVANCED",8.60,"6047.6","2093.4","1395.6","1395.6","1163","930.4","10234.4"
778,"34890","5","4",73.40,58.40,182.50,109.30,39.30,41.90,57.00,38.30,33.50,55.20,"Regular","Gas",17.80,462.80,676.40,26,38,112.60,3433,12.00,"FWD","8-speed automatic",2.00,"DOHC","Inline","4","16","258","1500","240","5600",37.70,"G","G","G","G","G","SUPERIOR",8.80,"9071.4","3140.1","2093.4","2093.4","1744.5","1395.6","15351.6"
783,"19890","5","4",70.70,58.10,181.00,105.70,39.30,42.30,54.80,37.90,35.40,53.90,"Regular","Gas",15.60,405.60,592.80,26,38,109.60,3084,15.00,"FWD","6-speed manual",1.40,"DOHC","Inline","4","16","148","1850","138","4900",35.70,"M","G","G","G","G","NOT AVAILABLE",8.40,"5171.4","1790.1","1193.4","1193.4","994.5","795.6","8751.6"
787,"20920","5","4",70.70,58.10,181.00,105.70,39.30,42.30,54.80,37.90,35.40,53.90,"Regular","Gas",15.60,405.60,592.80,26,38,109.60,3118,15.00,"FWD","6-speed automatic",1.40,"DOHC","Inline","4","16","148","1850","138","4900",35.70,"M","G","G","G","G","NOT AVAILABLE",8.40,"5439.2","1882.8","1255.2","1255.2","1046","836.8","9204.8"
796,"23815","5","4",72.40,57.10,191.50,111.40,38.40,42.20,57.10,37.10,38.70,55.50,"Regular","Gas",16.40,426.40,623.20,26,38,114.50,3250,14.80,"FWD","6-speed automatic",2.50,"DOHC","Inline","4","16","185","3250","184","5700",36.70,"G","G","G","G","G","SUPERIOR",9.30,"6191.9","2143.35","1428.9","1428.9","1190.75","952.6","10478.6"
799,"23715","5","4",72.40,57.10,191.50,111.40,38.40,42.20,57.10,37.10,38.70,55.50,"Regular","Gas",16.40,426.40,623.20,26,38,114.50,3232,14.80,"FWD","6-speed automatic",2.50,"DOHC","Inline","4","16","185","3250","184","5700",36.70,"A","G","G","G","G","ADVANCED",9.30,"6165.9","2134.35","1422.9","1422.9","1185.75","948.6","10434.6"
802,"14990","5","4",67.70,57.30,172.00,101.20,40.00,43.80,53.10,37.60,31.10,52.10,"Regular","Gas",11.00,307.80,433.20,27,38,102.10,2656,13.70,"FWD","6-speed manual",1.60,"DOHC","Inline","4","16","123","4850","138","6300",33.50,"M","G","A","G","G","NOT AVAILABLE",8.00,"3897.4","1349.1","899.4","899.4","749.5","599.6","6595.6"
809,"15580","5","4",66.90,57.10,172.00,101.20,39.90,41.80,53.70,37.20,33.30,53.40,"Regular","Gas",11.40,307.80,433.20,27,38,103.40,2480,13.70,"FWD","6-speed manual",1.60,"DOHC","Inline","4","16","123","4850","137","6300",34.10,"P","G","A","G","G","NOT AVAILABLE",8.40,"4050.8","1402.2","934.8","934.8","779","623.2","6855.2"
813,"15570","5","4",66.90,57.10,172.00,101.20,39.90,41.80,53.70,37.20,33.30,53.40,"Regular","Gas",11.40,307.80,433.20,27,38,103.40,2480,13.70,"FWD","6-speed manual",1.60,"DOHC","Inline","4","16","123","4850","137","6300",34.10,"P","G","A","G","G","NOT AVAILABLE",8.40,"4048.2","1401.3","934.2","934.2","778.5","622.8","6850.8"
817,"23135","5","4",72.00,57.90,191.50,109.30,40.00,45.00,56.40,37.10,36.10,56.40,"Regular","Gas",18.00,486.00,684.00,27,38,101.90,3177,15.40,"FWD","CVT",2.50,"DOHC","Inline","4","16","180","4000","182","6000",36.10,"A","G","G","G","G","NOT AVAILABLE",7.80,"6015.1","2082.15","1388.1","1388.1","1156.75","925.4","10179.4"
826,"27575","5","4",69.00,56.50,179.40,105.10,39.00,42.00,56.60,37.10,36.20,53.30,"CNG","CNG",8.00,216.00,304.00,27,38,100.70,2933,6.10,"FWD","5-speed automatic",1.80,"SOHC","Inline","4","16","106","4300","110","6500",35.40,"G","G","G","G","G","BASIC",8.70,"7169.5","2481.75","1654.5","1654.5","1378.75","1103","12133"
844,"24100","5","4",73.40,58.10,191.10,110.40,40.40,45.50,57.90,38.00,35.60,56.50,"Regular","Gas",18.50,518.00,703.00,28,38,122.40,3270,16.30,"FWD","7-speed automatic",1.60,"DOHC","Inline","4","16","195","1500","177","5500",35.80,"A","G","G","G","G","BASIC",8.40,"6266","2169","1446","1446","1205","964","10604"
848,"19075","5","4",69.90,56.30,179.10,106.30,40.00,43.60,55.90,37.10,33.10,54.80,"Regular","Gas",12.80,358.40,486.40,28,38,110.40,2818,14.80,"FWD","6-speed automatic",1.80,"DOHC","Inline","4","16","130","4700","145","6500",34.80,"A","G","G","G","G","NOT AVAILABLE",8.10,"4959.5","1716.75","1144.5","1144.5","953.75","763","8393"
851,"19400","5","4",69.90,57.30,182.60,106.30,38.30,42.30,54.80,37.10,41.40,54.80,"Regular","Gas",13.20,382.80,501.60,29,38,110.50,2855,13.00,"FWD","CVT",1.80,"DOHC","Inline","4","16","128","4400","132","6000",35.60,"M","G","G","G","G","NOT AVAILABLE",8.20,"5044","1746","1164","1164","970","776","8536"
857,"18465","5","4",69.30,58.90,182.10,106.30,39.40,42.50,54.70,36.70,37.40,53.90,"Regular","Gas",13.20,382.80,501.60,29,38,111.00,2857,15.10,"FWD","CVT",1.80,"DOHC","Inline","4","16","128","3600","130","6000",34.80,"G","G","G","G","G","BASIC",7.80,"4800.9","1661.85","1107.9","1107.9","923.25","738.6","8124.6"
930,"44390","5","4",73.30,58.80,191.10,111.60,37.80,41.90,57.40,38.30,35.00,56.30,"Regular","Gas",18.50,462.50,684.50,25,37,112.60,3719,14.90,"FWD","8-speed automatic",2.00,"DOHC","Inline","4","16","258","1500","240","5600",36.70,"G","G","G","G","G","SUPERIOR",9.30,"11541.4","3995.1","2663.4","2663.4","2219.5","1775.6","19531.6"
933,"41425","5","4",73.30,58.80,191.00,111.60,37.80,41.90,57.40,38.30,35.00,56.30,"Regular","Gas",18.50,481.00,703.00,26,38,112.60,3545,14.90,"FWD","8-speed automatic",2.00,"DOHC","Inline","4","16","258","1500","240","5600",36.70,"G","G","G","G","G","SUPERIOR",9.20,"10770.5","3728.25","2485.5","2485.5","2071.25","1657","18227"
935,"21715","5","4",70.00,57.20,183.30,104.40,38.20,41.20,55.20,37.10,38.10,55.20,"Regular","Gas",14.50,362.50,536.50,25,37,109.80,3047,15.70,"FWD","5-speed manual",1.80,"DOHC","Inline","4","16","184","1500","170","4800",36.40,"G","G","G","G","G","ADVANCED",8.30,"5645.9","1954.35","1302.9","1302.9","1085.75","868.6","9554.6"
936,"19815","5","4",70.00,57.20,183.30,104.40,38.20,41.20,55.20,37.10,38.10,53.60,"Regular","Gas",14.50,362.50,536.50,25,37,109.80,3047,15.70,"FWD","5-speed manual",1.80,"DOHC","Inline","4","16","184","1500","170","4800",36.40,"G","G","G","G","G","BASIC",8.30,"5151.9","1783.35","1188.9","1188.9","990.75","792.6","8718.6"
937,"20915","5","4",70.00,57.20,183.30,104.40,38.20,41.20,55.20,37.10,38.10,53.60,"Regular","Gas",14.50,362.50,536.50,25,37,109.80,3124,15.70,"FWD","6-speed automatic",1.80,"DOHC","Inline","4","16","184","1500","170","4800",36.40,"G","G","G","G","G","BASIC",8.30,"5437.9","1882.35","1254.9","1254.9","1045.75","836.6","9202.6"
952,"22315","5","4",72.40,57.10,191.50,111.40,38.40,42.20,57.10,37.10,38.70,55.50,"Regular","Gas",16.40,410.00,606.80,25,37,114.50,3179,14.80,"FWD","6-speed manual",2.50,"DOHC","Inline","4","16","185","3250","184","5700",36.70,"G","G","G","G","G","SUPERIOR",9.60,"5801.9","2008.35","1338.9","1338.9","1115.75","892.6","9818.6"
953,"24665","5","4",70.70,57.30,180.30,106.30,37.60,42.20,57.20,37.50,35.80,54.40,"Regular","Gas",13.20,330.00,488.40,25,37,108.70,2947,12.40,"FWD","6-speed manual",2.50,"DOHC","Inline","4","16","185","3250","184","5700",34.80,"G","G","G","G","G","ADVANCED",9.00,"6412.9","2219.85","1479.9","1479.9","1233.25","986.6","10852.6"
955,"22565","5","4",72.40,57.10,191.50,111.40,38.40,42.20,57.10,37.10,38.70,55.50,"Regular","Gas",16.40,410.00,606.80,25,37,114.50,3183,14.80,"FWD","6-speed manual",2.50,"DOHC","Inline","4","16","185","3250","184","5700",36.70,"A","G","G","G","G","ADVANCED",9.30,"5866.9","2030.85","1353.9","1353.9","1128.25","902.6","9928.6"
956,"16715","5","4",70.10,56.30,179.50,106.30,39.10,42.20,56.10,37.30,35.90,54.90,"Regular","Gas",13.20,330.00,488.40,25,37,111.10,2804,14.90,"FWD","6-speed manual",1.80,"DOHC","Inline","4","16","130","4700","145","6500",34.80,"M","G","G","G","G","NOT AVAILABLE",8.80,"4345.9","1504.35","1002.9","1002.9","835.75","668.6","7354.6"
958,"16815","5","4",70.10,56.30,179.50,106.30,39.10,42.20,56.10,37.30,35.90,54.90,"Regular","Gas",13.00,330.00,488.40,25,37,111.10,2804,14.90,"FWD","6-speed manual",1.80,"DOHC","Inline","4","16","130","4700","145","6500",34.80,"M","G","G","G","G","NOT AVAILABLE",8.80,"4371.9","1513.35","1008.9","1008.9","840.75","672.6","7398.6"
959,"25565","5","4",70.70,57.30,180.30,106.30,37.60,42.20,57.20,37.60,35.80,54.40,"Regular","Gas",13.20,330.00,488.40,25,37,108.70,2947,12.40,"FWD","6-speed manual",2.50,"DOHC","Inline","4","16","185","3250","184","5700",34.80,"G","G","G","G","G","ADVANCED",8.90,"6646.9","2300.85","1533.9","1533.9","1278.25","1022.6","11248.6"
961,"21975","5","4",73.40,58.10,191.10,110.40,40.40,45.50,57.90,38.00,35.60,56.50,"Regular","Gas",18.50,462.50,684.50,25,37,122.40,3252,16.30,"FWD","6-speed automatic",2.40,"DOHC","Inline","4","16","178","4000","185","6000",35.80,"A","G","G","G","G","BASIC",8.40,"5713.5","1977.75","1318.5","1318.5","1098.75","879","9669"
970,"16570","5","4",66.90,57.10,172.00,101.20,39.90,41.80,53.70,37.20,33.30,53.40,"Regular","Gas",11.40,296.40,421.80,26,37,103.40,2546,13.70,"FWD","6-speed automatic",1.60,"DOHC","Inline","4","16","123","4850","137","6300",34.10,"P","G","A","G","G","NOT AVAILABLE",8.40,"4308.2","1491.3","994.2","994.2","828.5","662.8","7290.8"
971,"16133","5","4",66.90,57.10,172.00,101.20,39.90,41.80,53.70,37.20,33.30,53.40,"Regular","Gas",11.40,293.40,421.80,26,37,103.40,2546,13.70,"FWD","6-speed automatic",1.60,"DOHC","Inline","4","16","123","4850","137","6300",34.10,"P","G","A","G","G","NOT AVAILABLE",8.40,"4194.58","1451.97","967.98","967.98","806.65","645.32","7098.52"
985,"20430","5","4",68.30,59.70,173.10,99.40,38.70,41.80,53.40,37.80,34.60,53.00,"Regular","Gas",12.20,329.40,451.40,27,37,105.20,2806,14.90,"FWD","6-speed automatic",1.40,"DOHC","Inline","4","16","148","1850","138","4900",36.10,"G","G","G","G","G","BASIC",8.60,"5311.8","1838.7","1225.8","1225.8","1021.5","817.2","8989.2"
999,"14815","5","4",67.70,57.30,171.90,101.20,40.00,43.80,53.10,37.60,31.10,52.10,"Regular","Gas",11.40,307.80,421.80,27,37,102.10,2494,13.70,"FWD","6-speed manual",1.60,"DOHC","Inline","4","16","123","4850","138","6300",33.50,"M","G","A","G","G","NOT AVAILABLE",8.00,"3851.9","1333.35","888.9","888.9","740.75","592.6","6518.6"
1011,"16015","5","4",67.70,57.30,171.90,101.20,40.00,43.80,53.10,37.60,31.10,52.10,"Regular","Gas",11.40,307.80,421.80,27,37,102.10,2573,13.70,"FWD","6-speed automatic",1.60,"DOHC","Inline","4","16","123","4850","138","6300",33.50,"M","G","A","G","G","NOT AVAILABLE",8.00,"4163.9","1441.35","960.9","960.9","800.75","640.6","7046.6"
1012,"18085","5","4",69.90,56.30,179.10,106.30,40.00,43.60,55.90,37.10,33.10,54.80,"Regular","Gas",12.80,345.60,473.60,27,37,110.40,2773,14.80,"FWD","6-speed manual",1.80,"DOHC","Inline","4","16","130","4700","145","6500",34.80,"A","G","G","G","G","NOT AVAILABLE",8.10,"4702.1","1627.65","1085.1","1085.1","904.25","723.4","7957.4"
1024,"18075","5","4",69.90,56.30,179.10,106.30,40.00,43.60,55.90,37.10,33.10,54.80,"Regular","Gas",12.80,345.60,473.60,27,37,110.40,2773,14.80,"FWD","6-speed manual",1.80,"DOHC","Inline","4","16","130","4700","145","6500",34.80,"A","G","G","G","G","NOT AVAILABLE",8.10,"4699.5","1626.75","1084.5","1084.5","903.75","723","7953"
1031,"19990","5","4",68.50,57.70,180.50,104.10,39.80,43.50,55.60,37.10,35.40,54.20,"Regular","Gas",14.50,406.00,536.50,28,37,108.90,3032,12.00,"AWD","CVT",2.00,"DOHC","Flat","4","16","145","4200","148","6200",34.80,"G","G","G","G","G","SUPERIOR",8.30,"5197.4","1799.1","1199.4","1199.4","999.5","799.6","8795.6"
1037,"17785","5","4",69.90,57.30,182.60,106.30,38.30,42.30,54.80,37.10,41.40,54.80,"Regular","Gas",13.20,369.60,488.40,28,37,110.50,2800,13.00,"FWD","6-speed manual",1.80,"DOHC","Inline","4","16","128","4400","132","6000",35.60,"M","G","G","G","G","NOT AVAILABLE",8.20,"4624.1","1600.65","1067.1","1067.1","889.25","711.4","7825.4"
1042,"20090","5","4",68.50,57.70,180.50,104.10,39.80,43.50,55.60,37.10,35.40,54.20,"Regular","Gas",14.50,406.00,536.50,28,37,108.90,3032,12.00,"AWD","CVT",2.00,"DOHC","Flat","4","16","145","4200","148","6200",34.80,"G","G","G","G","G","SUPERIOR",8.30,"5223.4","1808.1","1205.4","1205.4","1004.5","803.6","8839.6"
1043,"18065","5","4",69.90,57.30,182.60,106.30,38.30,42.30,54.80,37.10,41.40,54.80,"Regular","Gas",13.20,369.60,488.40,28,37,110.50,2800,13.00,"FWD","6-speed manual",1.80,"DOHC","Inline","4","16","128","4400","132","6000",35.60,"M","G","G","G","G","NOT AVAILABLE",8.20,"4696.9","1625.85","1083.9","1083.9","903.25","722.6","7948.6"
1090,"15730","5","2",66.70,59.40,155.50,98.80,39.30,40.60,52.50,37.60,33.30,51.80,"Regular","Gas",11.10,333.00,410.70,30,37,99.70,2315,15.30,"FWD","5-speed manual",1.50,"DOHC","Inline","4","16","103","4200","106","6000",31.50,"G","G","G","A","M","NOT AVAILABLE",8.70,"4089.8","1415.7","943.8","943.8","786.5","629.2","6921.2"
1147,"22795","5","4",73.60,54.90,192.30,108.00,38.70,42.20,58.50,37.40,37.60,56.70,"Regular or E85","Flex-fuel",15.80,363.40,568.80,23,36,115.90,3473,16.00,"FWD","9-speed automatic",2.40,"SOHC","Inline","4","16","173","4600","184","6250",39.20,"G","G","G","G","G","SUPERIOR",8.00,"5926.7","2051.55","1367.7","1367.7","1139.75","911.8","10029.8"
1151,"22990","5","4",73.60,54.90,192.30,108.00,38.70,42.20,58.50,37.40,37.60,56.70,"Regular or E85","Flex-fuel",15.80,363.40,568.80,23,36,115.90,3473,16.00,"FWD","9-speed automatic",2.40,"SOHC","Inline","4","16","173","4600","184","6250",39.20,"G","G","G","G","G","SUPERIOR",8.00,"5977.4","2069.1","1379.4","1379.4","1149.5","919.6","10115.6"
